iter	RMSE
342	983.3407122
343	982.8329461
344	982.5391608
345	982.2310113
346	981.9920987
347	981.6338696
348	981.463213
349	981.13062
350	980.8063694
351	980.4087086
352	980.1533721
353	979.8251707
354	979.5350233
355	979.2610003
356	978.8931539
357	978.5965606
358	978.3101552
359	977.9633396
360	977.6358115
361	977.4326268
362	977.047455
363	976.8249004
364	976.5997789
365	976.4482518
366	976.0480581
367	975.7467253
368	975.295457
369	974.9603825
370	974.5661905
371	974.2610212
372	973.9325691
373	973.6967188
374	973.3440227
375	973.035826
376	972.6675253
377	972.5639907
378	972.3813847
379	972.0339647
380	971.8240822
381	971.3804071
382	971.250397
383	970.8442398
384	970.425033
385	969.984206
386	969.7716578
387	969.1820404
388	968.9312323
389	968.5684064
390	968.2755629
391	967.9675683
392	967.8241112
393	967.3795496
394	966.9004781
395	966.5642143
396	966.1965638
397	965.9122118
398	965.4772553
399	965.2192341
400	964.9886327
401	964.8545298
402	964.5052246
403	964.2859124
404	964.0471513
405	963.8922383
406	963.5689451
407	963.3044148
408	963.0329073
409	962.7316326
410	962.584823
411	962.3037111
412	962.2341225
413	961.8933563
414	961.6904368
415	961.5221799
416	961.1080608
417	960.8919036
418	960.7917271
419	960.6118182
420	960.258369
421	960.0128555
422	959.869767
423	959.7484321
424	959.3242259
425	959.0129543
426	958.7017111
427	958.4098322
428	958.0157882
429	957.8076226
430	957.5572336
431	957.2827928
432	956.9305455
433	956.476634
434	956.2849415
435	956.1621007
436	955.89716
437	955.4607985
438	955.3224236
439	955.0275467
440	954.8355217
441	954.5107237
442	954.1910227
443	953.8969053
444	953.621505
445	953.1785432
446	952.9964506
447	952.7283025
448	952.4757784
449	952.2396745
450	951.8017113
451	951.4897313
452	951.0962633
453	950.9597962
454	950.8158772
455	950.5746198
456	950.2964913
457	949.9973572
458	949.8164839
459	949.4779367
460	949.1644119
461	948.9359561
462	948.6358012
463	948.3718233
464	948.2302845
465	948.1262367
466	947.8133353
467	947.6569147
468	947.4736128
469	947.0740715
470	946.7797898
471	946.5640409
472	946.1955009
473	945.8210815
474	945.5462332
475	945.3641128
476	945.0916199
477	944.7396399
478	944.5270185
479	944.3323476
480	944.1965253
481	943.9912274
482	943.7889132
483	943.5834609
484	943.2962248
485	943.0676935
486	942.6729788
487	942.3752362
488	942.1127549
489	941.8448826
490	941.6018875
491	941.4156878
492	941.2831042
493	940.9793627
494	940.7635328
495	940.5304015
496	940.3588685
497	940.1888576
498	939.9029606
499	939.5555159
500	939.231714
501	939.0803143
502	938.6980456
503	938.4707774
504	938.1993137
505	937.9870724
506	937.7193107
507	937.4950292
508	937.182493
509	936.8915509
510	936.6295628
511	936.249516
512	935.986839
513	935.753878
514	935.4967065
515	935.210274
516	934.9646555
517	934.7224183
518	934.4397917
519	934.0672153
520	933.8120217
521	933.6605438
522	933.4853717
523	933.1784818
524	932.8892659
525	932.7105382
526	932.5072377
527	932.2640337
528	932.016469
529	931.9131289
530	931.7527667
531	931.3058162
532	930.7759851
533	930.5479862
534	930.3408824
535	930.1522362
536	929.9601627
537	929.6296791
538	929.3438685
539	928.9381832
540	928.6236122
541	928.2237422
542	928.158002
543	927.9819141
544	927.7283769
545	927.4732658
546	927.3266067
547	927.0080137
548	926.8518682
549	926.6617392
550	926.4677873
551	926.2174029
552	925.9166817
553	925.6790766
554	925.4801754
555	925.2011201
556	925.0353219
557	924.7044313
558	924.483747
559	924.1590295
560	923.944729
561	923.7222627
562	923.630825
563	923.4592984
564	923.2670032
565	923.0594752
566	922.712017
567	922.4526837
568	922.2929459
569	922.0093496
570	921.8414373
571	921.6655115
572	921.3142978
573	921.0053339
574	920.829698
575	920.5179445
576	920.3645731
577	920.1329899
578	919.9030886
579	919.6568659
580	919.4849438
581	919.3104948
582	919.1080329
583	918.8423279
584	918.6520297
585	918.4274478
586	918.3112746
587	918.1210456
588	917.9454838
589	917.7743037
590	917.3786461
591	917.1277595
592	917.0304841
593	916.716615
594	916.4898628
595	916.2573501
596	916.0323669
597	915.8137407
598	915.6373666
599	915.4820497
600	915.2881751
601	915.1135204
602	914.966974
603	914.8070522
604	914.6382164
605	914.3440888
606	914.2143825
607	914.1225162
608	913.7253761
609	913.4220545
610	913.1315105
611	912.9044245
612	912.6893809
613	912.4504096
614	912.314486
615	912.0659101
616	911.9341927
617	911.7779356
618	911.4498864
619	911.3611091
620	911.1260852
621	910.7219177
622	910.5579827
623	910.2155526
624	910.0513291
625	909.7779011
626	909.5197678
627	909.2917462
628	909.2129227
629	908.9324009
630	908.5628753
631	908.2385175
632	908.163129
633	907.9333779
634	907.6771239
635	907.3834152
636	906.9852092
637	906.7904757
638	906.3836762
639	906.192212
640	905.9206418
641	905.7674194
642	905.4283659
643	905.1385767
644	904.9744418
645	904.8499599
646	904.55526
647	904.3553397
648	904.2174383
649	904.0113262
650	903.8591075
651	903.5263548
652	903.338139
653	903.1601747
654	903.0258812
655	902.8176124
656	902.5896124
657	902.3123144
658	902.1506636
659	902.0080538
660	901.8423909
661	901.6930841
662	901.6300131
663	901.4844308
664	901.1385236
665	900.7909495
666	900.6071114
667	900.2987687
668	900.1329802
669	899.9369576
670	899.593831
671	899.3050739
672	899.0331175
673	898.820261
674	898.6706984
675	898.5041662
676	898.4003639
677	898.2157754
678	897.9135724
679	897.7041313
680	897.5809899
681	897.3000769
682	897.1350318
683	896.9089263
684	896.6944675
685	896.503668
686	896.2002731
687	895.9792296
688	895.6847176
689	895.6043066
690	895.4857985
691	895.2043829
692	895.0751409
693	894.8234038
694	894.6341761
695	894.4885695
696	894.111845
697	893.8479747
698	893.618347
699	893.475034
700	893.1965993
701	893.0158573
702	892.7858502
703	892.6346663
704	892.3799188
705	892.1210462
706	891.9112249
707	891.7003281
708	891.5230101
709	891.3419027
710	891.1804008
711	891.0529388
712	890.9414522
713	890.8266541
714	890.4623278
715	890.2921197
716	890.132154
717	889.9066227
718	889.6241952
719	889.4760187
720	889.297216
721	889.0964749
722	888.9228891
723	888.7456823
724	888.5580673
725	888.4131744
726	888.2696023
727	888.1451057
728	887.9516174
729	887.6544924
730	887.3560179
731	887.1433785
732	886.8986865
733	886.7188236
734	886.6953335
735	886.4926183
736	886.349325
737	886.1499697
738	885.9471552
739	885.7979453
740	885.5488306
741	885.3139511
742	885.2107409
743	885.1167393
744	884.974746
745	884.7894929
746	884.6513441
747	884.4270231
748	884.0263437
749	883.7997573
750	883.6433783
751	883.417278
752	883.3543951
753	883.2205927
754	883.1133064
755	882.8424052
756	882.6550645
757	882.4415988
758	882.1807267
759	881.961226
760	881.7913505
761	881.5933361
762	881.453716
763	881.1948466
764	880.912717
765	880.5145362
766	880.3013377
767	880.0514434
768	879.8865775
769	879.6027763
770	879.4340216
771	879.2168396
772	879.0846032
773	878.8756827
774	878.7343397
775	878.571365
776	878.2891033
777	878.0706041
778	877.9052582
779	877.7581529
780	877.6856245
781	877.4976578
782	877.2378693
783	877.0089351
784	876.9307801
785	876.5845456
786	876.4693848
787	876.2556443
788	876.0649009
789	875.8489145
790	875.7490285
791	875.5281665
792	875.3383086
793	875.1907086
794	874.9553107
795	874.8810079
796	874.7538022
797	874.6298985
798	874.4740453
799	874.24198
800	874.071229
801	873.84859
802	873.6329762
803	873.3840305
804	873.2047288
805	873.1203974
806	872.8979162
807	872.7865421
808	872.5641546
809	872.4233251
810	872.2811345
811	872.0335475
812	871.925508
813	871.6740196
814	871.4572256
815	871.2509769
816	871.0525342
817	870.8003837
818	870.672093
819	870.585215
820	870.4833743
821	870.1763537
822	869.9497811
823	869.7472479
824	869.4552293
825	869.305626
826	868.9503437
827	868.8016975
828	868.569482
829	868.4145326
830	868.1798569
831	867.9877058
832	867.7369356
833	867.4174726
834	867.2971523
835	867.2603044
836	867.0569478
837	866.9151309
838	866.7532337
839	866.6622993
840	866.5766008
841	866.4234756
842	866.2603387
843	866.1597437
844	865.9598796
845	865.6852779
846	865.5886824
847	865.3083159
848	865.1888341
849	864.9893207
850	864.8169919
851	864.6992712
852	864.443739
853	864.2041211
854	864.019581
855	863.8034275
856	863.6237271
857	863.4118111
858	863.3118973
859	863.1303748
860	862.8424342
861	862.7119472
862	862.5684162
863	862.3913083
864	862.2385688
865	861.9017602
866	861.760214
867	861.5258152
868	861.3193531
869	861.0811475
870	860.8593739
871	860.6572732
872	860.4854585
873	860.3026232
874	860.1082876
875	859.9538339
876	859.691758
877	859.4522937
878	859.392391
879	859.34793
880	859.206349
881	859.1499652
882	858.9586947
883	858.8084717
884	858.5485504
885	858.4685228
886	858.173619
887	857.9129741
888	857.7158919
889	857.5521189
890	857.3793242
891	857.1534795
892	856.9492292
893	856.8137586
894	856.6829525
895	856.5342316
896	856.3972625
897	856.2466155
898	856.0066447
899	855.8116903
900	855.6717911
901	855.4135412
902	855.2204835
903	855.0480491
904	854.8423593
905	854.6615606
906	854.4393161
907	854.370107
908	854.173627
909	854.084275
910	853.8163784
911	853.5951852
912	853.2472117
913	853.0277838
914	852.7574498
915	852.5449719
916	852.3870243
917	852.0228811
918	851.8309752
919	851.728519
920	851.5839788
921	851.3872877
922	851.2189975
923	851.0565804
924	850.8120405
925	850.6753386
926	850.5548684
927	850.3756388
928	850.1602678
929	850.0520455
930	849.7593846
931	849.6042631
932	849.4547129
933	849.3537927
934	849.2426069
935	849.1125171
936	848.9033013
937	848.6600055
938	848.5605569
939	848.3253531
940	848.1696309
941	848.0188645
942	847.8574387
943	847.7851641
944	847.5372549
945	847.4104979
946	847.3173105
947	847.1526346
948	847.1004612
949	846.8015079
950	846.5921168
951	846.4694416
952	846.3685738
953	846.1984755
954	845.986638
955	845.7151335
956	845.6004058
957	845.4731611
958	845.3552238
959	845.1466897
960	844.9716493
961	844.7467792
962	844.4589355
963	844.2674482
964	844.1153752
965	843.9203862
966	843.7801501
967	843.571184
968	843.4774958
969	843.289477
970	843.1456879
971	842.9827627
972	842.8741939
973	842.6932177
974	842.3973623
975	842.2515417
976	842.091473
977	841.8216334
978	841.5440255
979	841.4002348
980	841.248168
981	841.0456411
982	840.8686587
983	840.7720926
984	840.5608355
985	840.3747724
986	840.2007042
987	840.0064137
988	839.7856343
989	839.6278593
990	839.4547838
991	839.2676734
992	839.1862685
993	839.0638613
994	838.8624207
995	838.6797489
996	838.5337923
997	838.4198409
998	838.1539933
999	838.0052184
